level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
69,20265752,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20265752/,2680.0,36.45,1970,4.0,7.0,東京都世田谷区桜３,上町駅,15.0,33,1,DK,0.2833333333333333,0.65,0.475,0.72,0.15,0.7166666666666667,0.85,0.7625,0.78,0.55,0.8066666666666666,0.95,0.9125,0.95,0.65,35.640434,139.637268,5235.0,104.28765211759072,4,pre 1981,2680.0,Standard Price
70,20323854,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20323854/,2880.0,57.54,1968,3.0,5.0,東京都世田谷区成城１-9-1,成城学園前駅,10.0,30,1,LDK,0.2166666666666666,0.3374999999999999,0.4,,,0.55,0.7875,0.77,,,0.5166666666666667,0.85,0.825,,,35.632416,139.600983,6984.545454545455,94.00851673195471,11,pre 1981,2880.0,Standard Price
72,20211336,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20211336/,2780.0,57.96,1971,7.0,13.0,東京都台東区寿３,田原町駅,2.0,28,3,LDK,0.2666666666666666,0.5,0.5925,0.55,0.25,0.7666666666666666,0.8,0.8075,0.75,0.75,0.7999999999999999,0.875,0.9175,0.9,0.85,35.706997,139.792114,6971.7,132.25390747129362,10,pre 1981,3349.0,Good Deal
73,20264245,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20264245/,2780.0,57.96,1971,7.0,13.0,東京都台東区寿３,田原町駅,2.0,30,3,LDK,0.35,0.55,0.635,0.6000000000000001,0.2,0.7166666666666667,0.7566666666666667,0.765,0.75,0.7,0.8833333333333333,0.9066666666666668,0.95,0.925,0.75,35.706997,139.792114,6971.7,132.25390747129362,10,pre 1981,3415.0,Good Deal
74,20323918,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20323918/,2780.0,57.96,1971,7.0,13.0,東京都台東区寿３-9-5,田原町駅,2.0,33,3,LDK,0.3249999999999999,0.4375,0.55,0.55,0.15,0.65,0.7737499999999999,0.7166666666666667,0.75,0.65,0.85,0.88125,0.9,0.9,0.85,35.707146,139.791107,6971.7,132.25390747129362,10,pre 1981,2780.0,Standard Price
75,20179214,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20179214/,2980.0,62.1,1979,1.0,6.0,東京都足立区江北４-29-12,江北駅,4.0,26,3,LDK,0.65,0.6000000000000001,0.604,,,0.75,0.8,0.736,,,0.95,0.935,0.91,,,35.77417,139.76886,3430.0,51.55037695798565,2,pre 1981,2980.0,Standard Price
76,20193280,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20193280/,2899.0,53.76,1996,7.0,7.0,東京都足立区鹿浜６,西新井大師西駅,13.0,23,2,LDK,0.4,0.5,0.55,0.55,0.35,0.6000000000000001,0.75,0.725,0.75,0.55,0.875,0.95,0.8999999999999999,0.95,0.85,35.786346,139.759033,3376.333333333333,64.28609714903068,3,1981 to 2000,2900.0,Good Deal
77,20264121,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20264121/,2990.0,63.35,1991,2.0,7.0,東京都足立区大谷田２,北綾瀬駅,19.0,28,3,LDK,0.55,0.54,0.65,0.6000000000000001,0.55,0.75,0.774,0.85,0.8,0.7,0.92,0.95,0.95,0.95,0.9,35.782467,139.845016,3534.230769230769,58.6523266911045,13,1981 to 2000,2990.0,Standard Price
78,20293487,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20293487/,2980.0,65.88,1992,4.0,14.0,東京都足立区西保木間３,竹ノ塚駅,23.0,29,3,LDK,0.4166666666666667,0.4499999999999999,0.45,0.65,0.25,0.7399999999999999,0.6875,0.75,0.78,0.45,0.8833333333333333,0.875,0.85,0.92,0.85,35.804268,139.799911,3328.6666666666665,46.85845710685653,9,1981 to 2000,2980.0,Standard Price
79,20309660,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20309660/,2898.0,50.28,1983,2.0,4.0,東京都足立区綾瀬６,北綾瀬駅,10.0,28,2,LDK,0.685,,0.4566666666666667,0.55,0.25,0.815,,0.84,0.85,0.7,0.95,,0.9666666666666668,0.95,0.75,35.770931,139.826065,3534.230769230769,58.6523266911045,13,1981 to 2000,2898.0,Standard Price
83,20162796,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20162796/,2990.0,44.55,1982,2.0,5.0,東京都板橋区高島平１,西台駅,5.0,23,2,LDK,0.2,0.175,0.15,,,0.8,0.825,0.685,,,0.85,0.525,0.35,,,35.783634,139.669983,3053.333333333333,59.33222798990301,3,1981 to 2000,3117.0,Good Deal
84,20314852,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20314852/,2950.0,49.68,1982,3.0,5.0,東京都板橋区泉町13-14,本蓮沼駅,6.0,30,3,DK,0.175,0.5333333333333333,0.35,,0.15,0.6000000000000001,0.7333333333333334,0.725,,0.55,0.8,0.8616666666666667,0.825,,0.75,35.766823,139.701721,5416.166666666667,83.76450235446131,6,1981 to 2000,2950.0,Standard Price
85,20324609,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20324609/,2980.0,54.27,1978,7.0,7.0,東京都板橋区坂下１-39-14,蓮根駅,7.0,24,2,LDK,0.45,0.55,0.45,,0.35,0.6166666666666667,0.7875,0.7333333333333334,,0.65,0.8166666666666668,0.8999999999999999,0.8666666666666667,,0.85,35.780827,139.681213,3401.0,61.31960023953216,6,pre 1981,2979.0,Standard Price
86,20354035,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20354035/,2990.0,44.55,1982,2.0,5.0,東京都板橋区高島平１-28-10,西台駅,5.0,25,2,LDK,0.6166666666666667,0.6675,0.45,,0.35,0.6166666666666667,0.825,0.7175,,0.55,0.9333333333333332,0.95,0.8125,,0.85,35.783623,139.673477,3053.333333333333,59.33222798990301,3,1981 to 2000,2990.0,Standard Price
89,79091864,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_79091864/,2980.0,53.31,1984,4.0,5.0,東京都板橋区若木２,東武練馬駅,10.0,21,2,LDK,0.2833333333333333,0.4,0.3833333333333333,,0.35,0.65,0.75,0.7166666666666667,,0.7,0.85,0.85,0.8666666666666667,,0.85,35.770725,139.672455,5116.333333333333,83.819629049799,12,1981 to 2000,2980.0,Standard Price
91,20332716,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20332716/,2980.0,75.47,1984,3.0,11.0,東京都葛飾区水元２,京成金町駅,37.0,29,4,LDK,0.65,0.65,0.5,,0.55,0.75,0.765,0.7150000000000001,,0.65,0.95,0.95,0.885,,0.95,35.785637,139.857117,2689.5,46.66774780771512,2,1981 to 2000,2980.0,Standard Price
92,78799669,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78799669/,2980.0,68.01,1984,2.0,5.0,東京都葛飾区柴又１,柴又駅,3.0,27,3,LDK,0.3833333333333333,0.5166666666666667,0.5125,,,0.65,0.8216666666666667,0.75,,,0.8833333333333333,0.895,0.9125,,,35.755325,139.871872,3307.5,57.5267669786934,4,1981 to 2000,2980.0,Standard Price
93,20208261,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20208261/,2980.0,49.25,1981,3.0,5.0,東京都中野区鷺宮４,鷺ノ宮駅,6.0,25,2,LDK,0.6000000000000001,0.665,0.63,0.65,0.2,0.72,0.75,0.7633333333333333,0.78,0.7,0.935,0.935,0.9433333333333334,0.95,0.85,35.72467,139.635559,6920.0,97.39095178300936,3,1981 to 2000,2980.0,Standard Price
94,20324134,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20324134/,2980.0,49.25,1981,3.0,5.0,東京都中野区鷺宮４-44-9,鷺ノ宮駅,6.0,32,2,LDK,0.4833333333333334,0.5777777777777778,0.5875,,,0.7399999999999999,0.7888888888888889,0.7375,,,0.9066666666666666,0.8944444444444445,0.9125,,,35.726124,139.638458,6920.0,97.39095178300936,3,1981 to 2000,3424.0,Good Deal
96,78565408,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78565408/,2998.0,60.34,1982,4.0,6.0,東京都練馬区豊玉北２,新江古田駅,5.0,28,3,DK,0.5,0.5650000000000001,0.475,0.65,0.25,0.7,0.7849999999999999,0.675,0.75,0.75,0.8999999999999999,0.935,0.8625,0.92,0.95,35.734074,139.665527,5519.333333333333,84.84069958813528,6,1981 to 2000,2998.0,Standard Price
97,79003014,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79003014/,2998.0,60.34,1982,4.0,6.0,東京都練馬区豊玉北２,新江古田駅,5.0,25,3,DK,0.55,0.5,0.635,,0.175,0.65,0.775,0.7424999999999999,,0.225,0.95,0.8999999999999999,0.95,,0.925,35.734074,139.665527,5519.333333333333,84.84069958813528,6,1981 to 2000,3184.0,Good Deal
98,20118095,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20118095/,2980.0,36.48,1965,4.0,6.0,東京都世田谷区三宿１,三軒茶屋駅,10.0,16,2,DK,0.35,,0.35,,0.25,0.75,,0.75,,0.4,0.85,,0.85,,0.75,35.648579,139.675278,13499.785714285714,169.89771678656209,14,pre 1981,3904.0,Good Deal
99,77527098,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_77527098/,2980.0,39.63,1976,2.0,6.0,東京都品川区南品川４-5-29,新馬場駅,6.0,25,2,K,0.45,0.55,0.55,,,0.65,0.85,0.75,,,0.89,0.95,0.95,,,35.613255,139.738556,6823.8,117.2873864967812,5,pre 1981,2980.0,Standard Price
100,20298152,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20298152/,2999.0,33.48,1972,4.0,1.0,東京都新宿区上落合２,中井駅,4.0,24,1,LDK,0.5166666666666667,,0.685,,,0.6833333333333332,,0.75,,,0.9166666666666666,,0.95,,,35.713505,139.68811,6334.333333333333,108.73971336340342,6,pre 1981,3020.0,Good Deal
101,78658957,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78658957/,2980.0,42.48,1993,1.0,10.0,東京都墨田区墨田１-１５－１５,東向島駅,4.0,23,2,DK,0.55,0.45,0.35,,0.55,0.735,0.7,0.7,,0.72,0.935,0.85,0.85,,0.92,35.727188,139.819595,5580.0,100.1437521679781,6,1981 to 2000,4027.0,Good Deal
102,20104371,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20104371/,2980.0,24.33,1992,6.0,8.0,東京都豊島区東池袋２-6-6,向原駅,3.0,11,1,K,0.15,,,0.45,,0.55,,,0.75,,0.75,,,0.85,,35.730167,139.72403,2980.0,122.4825318536786,1,1981 to 2000,2980.0,Standard Price
103,20324105,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20324105/,2898.0,32.16,1977,5.0,6.0,東京都豊島区北大塚３-27,大塚駅,6.0,33,1,DK,0.375,0.475,0.55,,0.25,0.65,0.825,0.6833333333333332,,0.75,0.85,0.885,0.89,,0.85,35.735275,139.724838,8127.0,144.26205534728902,15,pre 1981,2898.0,Standard Price
104,20016965,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20016965/,3180.0,45.0,1975,7.0,9.0,東京都足立区千住曙町,京成関屋駅,1.0,22,1,LDK,0.55,0.65,0.65,,0.25,0.7,0.92,0.75,,0.65,0.9,0.95,0.95,,0.85,35.741829,139.814011,7280.0,106.3050619351468,5,pre 1981,3180.0,Standard Price
105,20031019,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20031019/,3190.0,45.68,2018,8.0,11.0,東京都足立区谷在家１,谷在家駅,4.0,28,1,LDK,0.25,0.55,0.65,,0.25,0.75,0.765,0.75,,0.55,0.9,0.935,0.95,,0.85,35.786648,139.771072,3190.0,69.8336252189142,1,post 2000,7836.0,Good Deal
106,20115178,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20115178/,2999.0,60.16,1978,3.0,13.0,東京都足立区中央本町１,梅島駅,10.0,28,3,LDK,0.45,0.6000000000000001,0.5499999999999999,0.65,0.575,0.7,0.885,0.7166666666666667,0.82,0.6,0.935,0.95,0.9166666666666666,0.95,0.95,35.77277,139.804413,4031.3333333333335,58.18568165548268,6,pre 1981,2999.0,Standard Price
107,78322402,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78322402/,3180.0,58.82,1997,4.0,11.0,東京都足立区西新井２,大師前駅,13.0,27,3,LDK,0.55,0.55,0.65,,0.2,0.75,0.775,0.75,,0.75,0.925,0.9375,0.95,,0.85,35.784382,139.781433,3195.2,52.43116755073978,5,1981 to 2000,3884.0,Good Deal
108,79077041,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79077041/,3180.0,60.62,1983,2.0,5.0,東京都足立区東和５,北綾瀬駅,9.0,15,2,LDK,0.4,0.35,0.45,,,0.675,0.65,0.675,,,0.85,0.85,0.8999999999999999,,,35.775234,139.838226,3534.230769230769,58.6523266911045,13,1981 to 2000,3178.0,Standard Price
109,20153472,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20153472/,3080.0,67.15,1983,2.0,9.0,東京都江戸川区松島１,新小岩駅,23.0,22,3,LDK,0.45,,0.45,0.35,,0.6,,0.7,0.75,,0.85,,0.825,0.85,,35.704575,139.865021,5373.666666666667,79.07795343469024,12,1981 to 2000,3080.0,Standard Price
110,20215001,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20215001/,3180.0,72.66,1981,4.0,4.0,東京都板橋区高島平１,西台駅,6.0,22,4,DK,0.35,0.25,0.5166666666666667,0.35,0.45,0.7,0.725,0.75,0.75,0.65,0.85,0.675,0.8166666666666668,0.85,0.85,35.783634,139.669983,3053.333333333333,59.33222798990301,3,1981 to 2000,3180.0,Standard Price
111,20355293,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20355293/,2999.0,49.52,1978,2.0,9.0,東京都板橋区蓮根３-14-25,蓮根駅,6.0,32,2,LDK,0.65,0.6000000000000001,0.6175,0.64,0.45,0.85,0.85,0.7825,0.7799999999999999,0.75,0.95,0.925,0.925,0.92,0.85,35.789074,139.679825,3401.0,61.31960023953216,6,pre 1981,2999.0,Standard Price
112,20157549,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20157549/,3180.0,56.65,1984,5.0,7.0,東京都葛飾区堀切８,綾瀬駅,14.0,23,3,LDK,0.65,0.525,0.55,,0.65,0.75,0.8175,0.78,,0.7,0.95,0.9125,0.92,,0.95,35.757427,139.832031,4433.666666666667,73.88614154565363,15,1981 to 2000,3181.0,Good Deal
113,20341357,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20341357/,3000.0,46.43,1975,8.0,8.0,東京都葛飾区東新小岩３,新小岩駅,10.0,28,1,LDK,0.25,0.25,0.45,,,0.6000000000000001,0.55,0.75,,,0.7,0.75,0.85,,,35.72298,139.860992,5373.666666666667,79.07795343469024,12,pre 1981,3000.0,Standard Price
114,78616145,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_78616145/,3180.0,36.69,1983,2.0,10.0,東京都北区王子１,王子駅,5.0,23,1,DK,0.635,0.65,0.72,,,0.765,0.78,0.82,,,0.8999999999999999,0.95,0.95,,,35.754356,139.739349,5063.25,96.39391982722576,12,1981 to 2000,3180.0,Standard Price
115,78973145,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78973145/,3100.0,60.72,1977,8.0,14.0,東京都江東区南砂４-12-10,南砂町駅,9.0,24,3,DK,0.15,0.4833333333333333,0.2333333333333333,,,0.6000000000000001,0.8166666666666668,0.6766666666666667,,,0.25,0.75,0.5233333333333333,,,35.673775,139.831802,6553.896551724138,95.35239346656198,29,pre 1981,3100.0,Standard Price
116,20089255,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20089255/,3000.0,32.21,1968,7.0,17.0,東京都目黒区青葉台４,神泉駅,7.0,24,1,DK,0.25,0.35,0.25,0.65,,0.65,0.7283333333333334,0.75,0.8,,0.75,0.8450000000000001,0.85,0.95,,35.654793,139.691116,10039.444444444443,182.0431085389,9,pre 1981,3000.0,Standard Price
117,79046921,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79046921/,3100.0,44.69,1981,10.0,10.0,東京都練馬区石神井町３-25-21,石神井公園駅,1.0,22,2,DK,0.2,0.3,0.25,,,0.6375,0.75,0.6399999999999999,,,0.7125,0.8,0.735,,,35.743954,139.604736,6441.2307692307695,102.9083034257138,13,1981 to 2000,3531.0,Good Deal
118,79118427,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79118427/,3080.0,49.41,1983,1.0,3.0,東京都練馬区東大泉４,大泉学園駅,4.0,22,2,DK,0.3249999999999999,0.35,0.35,,,0.6425,0.75,0.72,,,0.825,0.85,0.8300000000000001,,,35.753052,139.584045,5003.428571428572,80.0440528883389,14,1981 to 2000,3080.0,Standard Price
119,79156789,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79156789/,3180.0,31.09,1972,7.0,7.0,東京都大田区田園調布２-36-2,田園調布駅,8.0,25,1,DK,0.45,0.575,0.55,,0.0,0.735,0.825,0.85,,0.0,0.85,0.8999999999999999,0.9,,0.0,35.596161,139.672394,5340.0,83.67698420179931,2,pre 1981,3180.0,Standard Price
120,20060915,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20060915/,3080.0,32.93,1967,1.0,5.0,東京都世田谷区下馬４,祐天寺駅,13.0,23,1,LDK,0.45,0.45,0.35,,,0.6333333333333333,0.7714285714285715,0.8,,,0.8666666666666667,0.8928571428571429,0.8,,,35.635803,139.678452,12358.75,161.22112524848797,8,pre 1981,4351.0,Good Deal
121,20354084,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20354084/,2999.0,37.87,1979,8.0,8.0,東京都品川区西五反田２-26-4,五反田駅,4.0,34,1,LDK,0.5833333333333334,0.72,0.6000000000000001,,,0.6966666666666667,0.78,0.7375,,,0.87,0.95,0.925,,,35.625019,139.720627,13310.190476190475,188.78249587449133,21,pre 1981,3007.0,Good Deal
123,79096503,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_79096503/,2999.0,37.87,1979,8.0,8.0,東京都品川区西五反田２,五反田駅,4.0,22,1,LDK,0.4,0.65,0.64,,,0.65,0.75,0.75,,,0.85,0.95,0.94,,,35.626369,139.721008,13310.190476190475,188.78249587449133,21,pre 1981,3007.0,Good Deal
124,20323930,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20323930/,2999.0,33.48,1972,4.0,1.0,東京都新宿区上落合２-10-6,中井駅,4.0,32,1,LDK,0.5,0.625,0.475,,,0.7,0.865,0.7375,,,0.8999999999999999,0.95,0.825,,,35.713436,139.689056,6334.333333333333,108.73971336340342,6,pre 1981,3282.0,Good Deal
125,77279002,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_77279002/,3080.0,45.98,1964,4.0,7.0,東京都新宿区西落合２-7-25,落合南長崎駅,8.0,22,2,LDK,0.275,0.35,0.35,0.35,,0.725,0.78,0.72,0.78,,0.85,0.82,0.85,0.85,,35.719406,139.678833,8914.0,119.40374073666858,10,pre 1981,3080.0,Standard Price
126,20295487,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20295487/,2999.0,38.5,1973,13.0,13.0,東京都杉並区和泉４,方南町駅,3.0,32,1,LDK,0.45,0.71,0.685,0.725,,0.65,0.8075,0.8,0.825,,0.8999999999999999,0.95,0.95,0.95,,35.680042,139.653351,6550.5625,100.55405840487605,16,pre 1981,2999.0,Standard Price
127,20324041,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324041/,3180.0,60.5,1971,8.0,11.0,東京都杉並区下高井戸２-10-21,桜上水駅,7.0,29,2,LDK,0.4833333333333333,0.55,0.35,0.55,,0.6166666666666667,0.85,0.75,0.85,,0.7333333333333334,0.9,0.75,0.75,,35.669487,139.635468,10497.777777777776,124.70730853469642,9,pre 1981,5200.0,Good Deal
128,20324061,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324061/,2999.0,38.5,1973,13.0,13.0,東京都杉並区和泉４-42-37,方南町駅,3.0,33,1,LDK,0.3499999999999999,0.687142857142857,0.65,,,0.7333333333333334,0.8428571428571429,0.7733333333333333,,,0.8166666666666668,0.9457142857142856,0.94,,,35.681126,139.656876,6550.5625,100.55405840487605,16,pre 1981,2999.0,Standard Price
129,20324151,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324151/,3180.0,30.24,1985,4.0,1.0,東京都杉並区桃井２-2-2,荻窪駅,14.0,34,1,DK,0.55,0.47,0.45,0.45,0.55,0.78,0.79,0.8099999999999999,0.75,0.7,0.92,0.934,0.95,0.95,0.9,35.710636,139.610229,6558.8125,106.73571431416256,16,1981 to 2000,3205.0,Good Deal
131,78619646,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78619646/,3180.0,37.8,1982,3.0,11.0,東京都豊島区巣鴨３,巣鴨駅,6.0,26,1,DK,0.45,0.45,0.475,,,0.7666666666666666,0.75,0.7625,,,0.8833333333333333,0.8999999999999999,0.8999999999999999,,,35.734158,139.734818,8021.0,107.348307083577,6,1981 to 2000,3180.0,Standard Price
132,20092259,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20092259/,3199.0,62.72,1995,1.0,8.0,東京都足立区西新井５,大師前駅,11.0,25,3,LDK,0.6000000000000001,0.55,0.4675,,0.35,0.75,0.85,0.7575000000000001,,0.65,0.95,0.95,0.875,,0.85,35.784405,139.77565,3195.2,52.43116755073978,5,1981 to 2000,3343.0,Good Deal
134,20289450,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20289450/,3280.0,54.59,1988,3.0,5.0,東京都足立区六木１,北綾瀬駅,20.0,28,3,DK,0.3,0.65,0.65,0.25,0.15,0.675,0.85,0.75,0.75,0.75,0.825,0.95,0.95,0.95,0.85,35.791126,139.837845,3534.230769230769,58.6523266911045,13,1981 to 2000,3280.0,Standard Price
135,79161644,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79161644/,3199.0,58.08,1995,1.0,8.0,東京都足立区西新井５,大師前駅,11.0,24,3,LDK,0.5833333333333334,0.3166666666666666,0.4166666666666667,0.65,0.55,0.7833333333333333,0.8266666666666667,0.7833333333333333,0.85,0.75,0.9499999999999998,0.9166666666666666,0.9,0.95,0.9,35.784405,139.77565,3195.2,52.43116755073978,5,1981 to 2000,3428.0,Good Deal
136,79212032,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79212032/,3199.0,62.72,1995,1.0,8.0,東京都足立区西新井５,大師前駅,11.0,35,3,LDK,0.5,0.3,0.35,0.6000000000000001,0.35,0.625,0.7,0.6833333333333332,0.8,0.45,0.85,0.875,0.8233333333333333,0.95,0.85,35.784405,139.77565,3195.2,52.43116755073978,5,1981 to 2000,3250.0,Good Deal
137,79228659,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79228659/,3199.0,62.72,1995,1.0,8.0,東京都足立区西新井５-16-14,大師前駅,11.0,20,3,LDK,0.35,0.275,0.45,0.45,0.25,0.7233333333333333,0.7875,0.75,0.85,0.75,0.85,0.8999999999999999,0.9,0.95,0.85,35.784302,139.779144,3195.2,52.43116755073978,5,1981 to 2000,3199.0,Standard Price
138,20347655,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20347655/,3190.0,39.7,1978,12.0,12.0,東京都荒川区南千住５,三ノ輪駅,6.0,24,1,LDK,0.55,0.55,0.5,,0.25,0.72,0.85,0.765,,0.55,0.92,0.95,0.935,,0.9,35.733616,139.795654,6284.363636363636,113.79892822596304,11,pre 1981,3190.0,Standard Price
139,78701466,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_78701466/,3280.0,57.17,1990,4.0,1.0,東京都江戸川区北小岩２,京成小岩駅,3.0,28,2,LDK,0.55,0.6000000000000001,0.6266666666666667,,0.35,0.7166666666666667,0.75,0.7166666666666667,,0.7166666666666667,0.94,0.95,0.9499999999999998,,0.75,35.739838,139.885651,3480.0,58.673336162715145,2,1981 to 2000,3271.0,Standard Price
140,20033825,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20033825/,3190.0,48.6,1974,9.0,10.0,東京都板橋区栄町,中板橋駅,7.0,27,2,LDK,0.65,0.6116666666666667,0.4833333333333334,,0.55,0.75,0.85,0.7733333333333333,,0.75,0.95,0.9499999999999998,0.9066666666666666,,0.95,35.753071,139.702148,3190.0,65.63786008230453,2,pre 1981,3190.0,Standard Price
141,20315406,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20315406/,3280.0,45.92,1983,6.0,6.0,東京都板橋区若木１,上板橋駅,8.0,27,2,DK,0.15,0.35,0.225,0.25,,0.575,0.7566666666666667,0.6375,0.75,,0.7,0.7833333333333333,0.5625,0.6,,35.767853,139.672577,4711.428571428572,76.01943458951253,7,1981 to 2000,3280.0,Standard Price
142,78640682,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78640682/,3190.0,48.6,1974,9.0,10.0,東京都板橋区栄町,中板橋駅,7.0,23,2,LDK,0.4399999999999999,0.5166666666666667,0.5,,,0.7000000000000001,0.7833333333333333,0.75,,,0.8833333333333333,0.9,0.875,,,35.753071,139.702148,3190.0,65.63786008230453,2,pre 1981,3190.0,Standard Price
143,20348963,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20348963/,3230.0,56.7,1995,11.0,13.0,東京都葛飾区立石２,京成立石駅,12.0,32,3,LDK,0.55,,0.644,,0.25,0.75,,0.8,,0.55,0.95,,0.95,,0.75,35.738667,139.840332,4193.8,65.80263045088577,5,1981 to 2000,3231.0,Good Deal
144,79014779,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_79014779/,3280.0,51.84,1984,3.0,5.0,東京都葛飾区柴又１-39-10,柴又駅,5.0,24,2,LDK,0.4166666666666667,0.55,0.5166666666666667,,0.25,0.75,0.85,0.7166666666666667,,0.75,0.85,0.95,0.9066666666666666,,0.85,35.755405,139.873047,3307.5,57.5267669786934,4,1981 to 2000,2995.0,Standard Price
145,20265262,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20265262/,3280.0,45.12,1978,4.0,7.0,東京都北区赤羽１,赤羽駅,5.0,23,2,DK,0.2,0.3166666666666666,0.27,,0.25,0.625,0.7999999999999999,0.6900000000000001,,0.55,0.7,0.8833333333333333,0.79,,0.85,35.780739,139.720612,6219.777777777777,104.21826706689346,9,pre 1981,3280.0,Standard Price
146,20324065,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20324065/,3280.0,45.12,1978,4.0,7.0,東京都北区赤羽１-42-11,赤羽駅,5.0,32,2,DK,0.2166666666666666,0.2749999999999999,0.26,,0.25,0.6833333333333332,0.8333333333333334,0.75,,0.65,0.6833333333333332,0.9166666666666666,0.8099999999999999,,0.85,35.782005,139.7202,6219.777777777777,104.21826706689346,9,pre 1981,3280.0,Standard Price
147,20221057,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20221057/,3200.0,82.88,1975,2.0,3.0,東京都練馬区関町北４-33-31,武蔵関駅,8.0,24,3,LDK,0.25,0.39,0.3,,,0.65,0.8160000000000001,0.725,,,0.75,0.798,0.8,,,35.731285,139.573257,5268.285714285715,70.46096350271796,7,pre 1981,5217.0,Good Deal
