level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
2316,78307843,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78307843/,11300.0,58.44,2019,3.0,1.0,東京都品川区東品川４,品川シーサイド駅,5.0,33,2,LDK,0.6000000000000001,0.45,0.6675,0.72,0.35,0.735,0.85,0.8175,0.82,0.7,0.935,0.92,0.95,0.95,0.85,35.609512,139.748322,12861.25,192.3286256996992,16,post 2000,11485.0,Good Deal
2317,78709534,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78709534/,11300.0,58.44,2019,3.0,1.0,東京都品川区東品川４,品川シーサイド駅,5.0,27,2,LDK,0.65,0.35,0.6425000000000001,0.65,0.0,0.75,0.75,0.7825,0.75,1.0,0.95,0.95,0.925,0.95,1.0,35.609512,139.748322,12861.25,192.3286256996992,16,post 2000,11339.0,Good Deal
2318,20169878,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20169878/,11480.0,61.05,2008,2.0,8.0,東京都新宿区若葉３,信濃町駅,8.0,30,2,LDK,0.5675,0.65,0.685,0.72,,0.7825,0.85,0.815,0.8085714285714286,,0.8999999999999999,0.95,0.95,0.95,,35.682625,139.724304,11870.0,191.36782114957543,8,post 2000,12960.0,Good Deal
2319,20316251,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20316251/,11480.0,61.05,2008,2.0,8.0,東京都新宿区若葉３,信濃町駅,8.0,33,2,LDK,0.64,,0.7275,0.735,,0.7600000000000001,,0.85,0.865,,0.9499999999999998,,0.95,0.95,,35.682625,139.724304,11870.0,191.36782114957543,8,post 2000,11507.0,Good Deal
2321,79226574,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_79226574/,11480.0,61.05,2008,2.0,8.0,東京都新宿区若葉３,信濃町駅,8.0,25,2,LDK,0.65,0.72,0.7200000000000001,0.72,0.55,0.75,0.85,0.8166666666666668,0.85,0.65,0.95,0.95,0.9499999999999998,0.95,0.85,35.682625,139.724304,11870.0,191.36782114957543,8,post 2000,13613.0,Good Deal
2322,78835649,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_78835649/,11200.0,65.88,2013,5.0,8.0,東京都杉並区浜田山４-1-1,西永福駅,5.0,21,2,LDK,0.6000000000000001,0.4,0.6966666666666667,0.7,0.25,0.75,0.8,0.8266666666666667,0.85,0.65,0.95,0.95,0.9499999999999998,0.95,0.85,35.680779,139.634979,7595.0,99.53103455460942,5,post 2000,11190.0,Standard Price
2323,79041906,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_79041906/,11200.0,60.95,1996,8.0,1.0,東京都杉並区荻窪５,荻窪駅,2.0,18,3,LDK,0.635,0.4,0.65,0.55,0.45,0.8,0.8,0.85,0.8,0.7,0.95,0.9125,0.95,0.9,0.9,35.702209,139.618683,6558.8125,106.73571431416256,16,1981 to 2000,6451.0,Standard Price
2324,78964977,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78964977/,11200.0,75.65,2002,9.0,10.0,東京都墨田区石原２,両国駅,9.0,22,3,LDK,0.75,0.3,0.6759999999999999,0.62,0.35,0.75,0.75,0.812,0.75,0.7,0.95,0.85,0.938,0.88,0.85,35.700264,139.801498,7296.428571428572,120.97258691541016,7,post 2000,11193.0,Standard Price
2325,78995071,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78995071/,11200.0,61.5,2008,12.0,1.0,東京都墨田区江東橋２,錦糸町駅,5.0,24,2,LDK,0.45,0.51,0.6166666666666667,0.65,0.15,0.75,0.804,0.8166666666666668,0.885,0.75,0.85,0.8800000000000001,0.91,0.95,0.85,35.694832,139.812103,11226.923076923076,163.3620642667841,13,post 2000,10527.0,Standard Price
2326,79021501,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_79021501/,11200.0,61.5,2008,12.0,1.0,東京都墨田区江東橋２,錦糸町駅,5.0,22,2,LDK,0.45,0.55,0.65,0.635,0.15,0.75,0.8,0.8,0.885,0.75,0.85,0.95,0.925,0.925,0.85,35.694832,139.812103,11226.923076923076,163.3620642667841,13,post 2000,10803.0,Standard Price
2327,20297148,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20297148/,11200.0,70.89,2006,1.0,10.0,東京都豊島区上池袋１,大塚駅,9.0,19,2,LDK,0.55,,0.25,,,0.85,,0.8,,,0.9,,0.85,,,35.736069,139.722153,8127.0,144.26205534728902,15,post 2000,11195.0,Standard Price
2328,78889832,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78889832/,11300.0,117.15,1975,4.0,10.0,東京都豊島区駒込１-32-1,駒込駅,3.0,23,3,LDK,0.65,0.72,0.685,0.75,,0.7933333333333333,0.78,0.8,0.78,,0.94,0.95,0.95,0.95,,35.735744,139.749008,10020.0,149.5189127138942,6,pre 1981,9938.0,Standard Price
2330,78921650,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78921650/,11490.0,62.09,2002,2.0,7.0,東京都文京区白山３,茗荷谷駅,8.0,14,2,LDK,0.5,0.45,0.55,,,0.6925,0.7833333333333333,0.75,,,0.8999999999999999,0.8733333333333334,0.92,,,35.720139,139.742325,12146.35294117647,194.42811604006044,17,post 2000,11536.0,Good Deal
2332,20319482,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20319482/,11499.0,50.24,2002,7.0,1.0,東京都中央区佃２,月島駅,1.0,24,2,LDK,0.65,0.65,0.685,0.6833333333333332,0.3,0.78,0.865,0.815,0.86,0.65,0.92,0.935,0.95,0.9499999999999998,0.85,35.668797,139.786591,17675.083333333332,230.0487784174208,48,post 2000,12154.0,Good Deal
2334,20217432,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20217432/,11500.0,73.11,2015,8.0,14.0,東京都江東区扇橋３,住吉駅,10.0,25,3,LDK,0.6,,0.6100000000000001,0.55,0.45,0.75,,0.724,0.75,0.65,0.9166666666666666,,0.95,0.95,0.95,35.683346,139.81897,11354.466666666667,166.71379303012222,15,post 2000,11498.0,Standard Price
2336,20342886,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20342886/,11500.0,71.74,2007,4.0,18.0,東京都江東区豊洲４,豊洲駅,5.0,23,3,LDK,0.635,0.4,0.604,0.62,0.35,0.735,0.75,0.762,0.75,0.45,0.935,0.85,0.928,0.88,0.85,35.653797,139.800659,13853.38596491228,191.3804020579261,57,post 2000,12376.0,Good Deal
2340,79181933,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79181933/,11500.0,88.75,1997,7.0,14.0,東京都江東区越中島３-1-3,越中島駅,6.0,24,4,LDK,0.54,,0.65,0.65,,0.7166666666666667,,0.75,0.75,,0.8833333333333333,,0.95,0.95,,35.663918,139.794739,9815.0,116.61342653617976,4,1981 to 2000,11758.0,Good Deal
2341,20152994,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20152994/,11480.0,61.9,1979,2.0,14.0,東京都目黒区三田２,恵比寿駅,10.0,21,2,LDK,0.6966666666666667,0.35,0.6425000000000001,0.72,0.45,0.7933333333333333,0.75,0.7875,0.8,0.75,0.9499999999999998,0.9,0.9425,0.95,0.85,35.639393,139.710159,18099.854166666668,260.07523942467424,48,pre 1981,7974.0,Standard Price
2343,78986958,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78986958/,11500.0,87.8,1978,5.0,5.0,東京都港区三田２,麻布十番駅,10.0,28,3,LDK,0.65,0.585,0.666,0.7399999999999999,,0.7833333333333333,0.815,0.8099999999999999,0.86,,0.9499999999999998,0.95,0.93,0.9499999999999998,,35.649891,139.741211,38368.52542372881,413.993169583656,59,pre 1981,11500.0,Standard Price
2344,79009414,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79009414/,11500.0,87.8,1978,4.0,5.0,東京都港区三田２,麻布十番駅,10.0,33,3,LDK,0.5066666666666667,,0.6839999999999999,0.5349999999999999,0.25,0.6433333333333334,,0.8300000000000001,0.7849999999999999,0.55,0.9166666666666666,,0.95,0.8999999999999999,0.75,35.649891,139.741211,38368.52542372881,413.993169583656,59,pre 1981,11470.0,Standard Price
2345,79217744,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79217744/,11500.0,87.8,1978,4.0,5.0,東京都港区三田２,麻布十番駅,10.0,16,3,LDK,0.5833333333333334,0.72,0.685,,,0.8166666666666668,0.78,0.8,,,0.9166666666666666,0.95,0.935,,,35.649891,139.741211,38368.52542372881,413.993169583656,59,pre 1981,11500.0,Standard Price
2346,79228860,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79228860/,11490.0,67.21,1965,6.0,1.0,東京都港区南麻布１,麻布十番駅,5.0,28,3,LDK,0.45,0.65,0.4,0.1,,0.7749999999999999,0.75,0.675,0.6199999999999999,,0.8999999999999999,0.95,0.8999999999999999,0.19,,35.650887,139.734375,38368.52542372881,413.993169583656,59,pre 1981,11481.0,Standard Price
2347,20227670,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20227670/,11480.0,62.27,2023,1.0,6.0,東京都世田谷区玉川台１,用賀駅,2.0,23,2,LDK,0.6733333333333333,0.45,0.5425,,,0.7600000000000001,0.75,0.7825,,,0.9499999999999998,0.9,0.95,,,35.623226,139.63385,9754.05,136.93077987966922,20,post 2000,12121.0,Good Deal
2348,20326417,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20326417/,11480.0,73.07,2006,3.0,1.0,東京都世田谷区深沢２,都立大学駅,21.0,31,3,LDK,0.65,0.55,0.6733333333333333,0.6733333333333333,0.35,0.75,0.75,0.8066666666666666,0.8283333333333333,0.65,0.95,0.95,0.9499999999999998,0.9499999999999998,0.85,35.621117,139.662888,10983.75,164.65671350955014,20,post 2000,11512.0,Good Deal
2349,20358846,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20358846/,11480.0,73.07,2006,3.0,5.0,東京都世田谷区深沢２,自由が丘駅,23.0,32,3,LDK,0.5750000000000001,0.55,0.3833333333333333,,0.35,0.7375,0.75,0.5,,0.45,0.9125,0.95,0.9666666666666668,,0.85,35.621117,139.662888,10291.545454545454,139.48752095878987,11,post 2000,11492.0,Good Deal
2350,79042552,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79042552/,11500.0,84.64,2022,1.0,1.0,東京都世田谷区喜多見９,喜多見駅,3.0,21,4,LDK,0.64,0.5166666666666667,0.6233333333333334,0.55,,0.7066666666666667,0.7066666666666667,0.7433333333333333,0.75,,0.94,0.8733333333333334,0.9,0.85,,35.640457,139.587265,12740.0,126.45789044526632,2,post 2000,11513.0,Good Deal
2351,79096278,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79096278/,11480.0,71.64,2000,3.0,4.0,東京都世田谷区上用賀４,用賀駅,14.0,12,3,LDK,0.55,,0.55,,,0.6666666666666666,,0.85,,,0.85,,0.95,,,35.636433,139.629044,9754.05,136.93077987966922,20,1981 to 2000,9957.0,Standard Price
2352,79191127,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_79191127/,11480.0,52.44,2023,2.0,1.0,東京都渋谷区恵比寿２,広尾駅,9.0,22,1,LDK,0.65,0.45,0.65,,0.25,0.75,0.75,0.75,,0.65,0.925,0.8833333333333333,0.9,,0.85,35.64642,139.720184,29573.117647058825,332.34353205193884,34,post 2000,14101.0,Good Deal
2353,20316693,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20316693/,11490.0,110.8,1980,10.0,10.0,東京都品川区西五反田７,五反田駅,9.0,21,3,LDK,0.65,0.5166666666666667,0.45,0.72,0.65,0.75,0.7399999999999999,0.7,0.865,0.55,0.95,0.8666666666666667,0.85,0.935,0.95,35.621639,139.718918,13310.190476190475,188.78249587449133,21,pre 1981,11492.0,Good Deal
2354,20325839,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20325839/,11490.0,110.8,1980,10.0,10.0,東京都品川区西五反田７-24-1,五反田駅,9.0,29,3,LDK,0.55,,0.65,,0.45,0.8,,0.7600000000000001,,0.75,0.8999999999999999,,0.94,,0.85,35.621117,139.719025,13310.190476190475,188.78249587449133,21,pre 1981,11492.0,Good Deal
2355,77884233,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_77884233/,11490.0,67.08,2017,1.0,11.0,東京都杉並区方南２,方南町駅,2.0,23,3,LDK,0.4,,0.55,0.45,,0.7,,0.65,0.8,,0.8999999999999999,,0.95,0.85,,35.683403,139.658249,6550.5625,100.55405840487605,16,post 2000,11482.0,Standard Price
2356,79101773,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_79101773/,11490.0,67.3,2003,3.0,12.0,東京都台東区寿３-６－２,蔵前駅,1.0,22,3,LDK,0.3,0.5,,,,0.7,0.7999999999999999,,,,0.525,0.8933333333333334,,,,35.705982,139.791412,10441.285714285714,163.69154677533012,7,post 2000,11502.0,Good Deal
2357,20050138,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20050138/,11500.0,44.44,2022,3.0,4.0,東京都豊島区目白２,目白駅,9.0,21,2,LDK,0.6675,0.4,0.6166666666666667,,,0.8,0.7825,0.7733333333333333,,,0.95,0.91,0.94,,,35.721718,139.709579,12291.875,170.4536317650511,16,post 2000,11500.0,Standard Price
2358,79053511,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_79053511/,11500.0,53.3,2023,7.0,7.0,東京都豊島区池袋３,池袋駅,7.0,22,2,LDK,0.696,,0.685,0.65,,0.79,,0.815,0.85,,0.95,,0.95,0.95,,35.7356,139.704681,11279.703703703704,180.34077892686412,27,post 2000,11515.0,Good Deal
2359,79046309,https://suumo.jp/ms/chuko/tokyo/sc_chiyoda/nc_79046309/,11580.0,58.45,1982,3.0,1.0,東京都千代田区麹町１,半蔵門駅,1.0,28,2,LDK,0.35,0.5833333333333334,0.4166666666666667,,,0.6425,0.7766666666666667,0.7000000000000001,,,0.825,0.9066666666666668,0.8333333333333334,,,35.684448,139.74292,34880.27272727273,364.7700461291545,22,1981 to 2000,11306.0,Standard Price
2361,20291497,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20291497/,11800.0,59.08,2005,3.0,2.0,東京都江東区新大橋１,森下駅,5.0,31,3,LDK,0.3833333333333333,,0.55,0.25,,0.65,,0.7333333333333334,0.8,,0.8833333333333333,,0.9166666666666666,0.8,,35.68845,139.792587,11260.0,182.2181673828081,3,post 2000,11679.0,Standard Price
2363,78733215,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78733215/,11680.0,70.92,2007,3.0,18.0,東京都江東区豊洲４,豊洲駅,4.0,28,3,LDK,0.55,0.35,0.47,,0.15,0.735,0.775,0.6900000000000001,,0.5,0.8999999999999999,0.875,0.8640000000000001,,0.75,35.653797,139.800659,13853.38596491228,191.3804020579261,57,post 2000,11677.0,Standard Price
2364,78771185,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78771185/,11500.0,74.41,2008,27.0,2.0,東京都江東区東雲１,辰巳駅,9.0,15,3,LDK,0.4166666666666667,0.65,,,,0.7399999999999999,0.88,,,,0.8733333333333334,0.8999999999999999,,,,35.648418,139.801819,12697.45,146.77118729702832,20,post 2000,12224.0,Good Deal
2366,78825467,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78825467/,11680.0,82.45,2005,9.0,2.0,東京都江東区東雲１,辰巳駅,8.0,21,2,LDK,0.5166666666666667,0.4,0.5,,0.25,0.6733333333333333,0.75,0.725,,0.35,0.9066666666666666,0.85,0.85,,0.85,35.648418,139.801819,12697.45,146.77118729702832,20,post 2000,12909.0,Good Deal
2367,78922475,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78922475/,11680.0,60.63,2008,9.0,1.0,東京都江東区豊洲３,豊洲駅,6.0,22,2,LDK,0.5499999999999999,0.5,0.55,,,0.75,0.775,0.725,,,0.9066666666666666,0.8625,0.875,,,35.658936,139.796921,13853.38596491228,191.3804020579261,57,post 2000,12331.0,Good Deal
2368,78991435,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78991435/,11780.0,66.08,2019,6.0,12.0,東京都江東区扇橋２,住吉駅,7.0,22,2,LDK,0.55,0.4,0.544,0.55,,0.7166666666666667,0.75,0.696,0.8,,0.89,0.85,0.8880000000000001,0.9,,35.683601,139.815506,11354.466666666667,166.71379303012222,15,post 2000,11805.0,Good Deal
2369,79015397,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79015397/,11800.0,78.75,2024,5.0,14.0,東京都江東区千石１,住吉駅,15.0,22,4,LDK,0.6066666666666667,0.5675,0.72,0.65,,0.7366666666666667,0.7825,0.78,0.85,,0.9166666666666666,0.925,0.95,0.95,,35.678288,139.812469,11354.466666666667,166.71379303012222,15,post 2000,11800.0,Standard Price
2370,79174096,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79174096/,11800.0,75.66,2004,11.0,19.0,東京都江東区東陽４-3-3,東陽町駅,2.0,25,3,LDK,0.68,,0.55,0.5733333333333334,,0.72,,0.75,0.7933333333333333,,0.92,,0.92,0.9,,35.670715,139.816498,8550.833333333334,115.21378980814994,18,post 2000,12925.0,Good Deal
2372,78914176,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78914176/,11580.0,40.27,2023,13.0,1.0,東京都港区芝浦４,田町駅,11.0,22,1,LDK,0.55,0.65,0.685,0.75,0.45,0.45,0.92,0.81,0.92,0.55,0.85,0.95,0.95,0.95,0.85,35.639664,139.747025,18779.01818181818,261.2012111566472,55,post 2000,11184.0,Standard Price
2373,20207700,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20207700/,11800.0,71.01,2001,32.0,1.0,東京都練馬区豊玉北６,練馬駅,3.0,26,3,LDK,0.685,0.72,0.7200000000000001,0.7233333333333333,0.35,0.665,0.78,0.7933333333333333,0.85,0.55,0.92,0.95,0.94,0.9499999999999998,0.85,35.735256,139.651352,6477.272727272727,94.74963922074348,11,post 2000,11542.0,Standard Price
2374,20094181,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20094181/,11800.0,72.99,1997,3.0,4.0,東京都世田谷区瀬田３,用賀駅,10.0,24,3,LDK,0.5833333333333334,0.4399999999999999,0.72,,0.45,0.7733333333333333,0.6766666666666667,0.78,,0.75,0.8833333333333333,0.8833333333333333,0.935,,0.85,35.620701,139.634949,9754.05,136.93077987966922,20,1981 to 2000,11804.0,Good Deal
2375,20180046,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20180046/,11780.0,62.03,2011,6.0,1.0,東京都世田谷区若林１,若林駅,3.0,22,2,LDK,0.55,0.4166666666666667,0.5750000000000001,,,0.735,0.75,0.7375,,,0.91,0.8833333333333333,0.88,,,35.644997,139.663315,8280.0,124.40355827743213,6,post 2000,10586.0,Standard Price
2376,20344202,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20344202/,11800.0,72.72,2002,3.0,4.0,東京都世田谷区等々力１,尾山台駅,11.0,18,2,LDK,0.55,0.4,0.55,0.635,,0.72,0.685,0.65,0.75,,0.92,0.85,0.85,0.885,,35.602623,139.648636,10529.75,129.80881579725644,8,post 2000,11861.0,Good Deal
2377,79176498,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79176498/,11680.0,67.03,2018,1.0,1.0,東京都世田谷区代沢５,下北沢駅,5.0,24,1,LDK,0.485,0.55,0.5640000000000001,0.55,,0.65,0.725,0.71,0.85,,0.8999999999999999,0.875,0.884,0.9,,35.657204,139.666489,11680.0,174.25033567059526,1,post 2000,11709.0,Good Deal
2378,79208712,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79208712/,11780.0,81.1,2005,14.0,1.0,東京都世田谷区北烏山６,千歳烏山駅,7.0,23,3,LDK,0.73,0.6166666666666667,0.71,0.73,,0.7600000000000001,0.7666666666666666,0.75,0.8083333333333332,,0.9499999999999998,0.9333333333333332,0.95,0.9499999999999998,,35.673752,139.596848,8480.0,111.34129060299074,10,post 2000,10769.0,Standard Price
2379,20355057,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20355057/,11780.0,51.85,1999,9.0,13.0,東京都渋谷区神泉町20-17,神泉駅,3.0,35,2,LDK,0.6225,0.5900000000000001,0.65,,0.275,0.785,0.85,0.8166666666666668,,0.75,0.93,0.95,0.9499999999999998,,0.735,35.656406,139.691711,10039.444444444443,182.0431085389,9,1981 to 2000,10341.0,Standard Price
2380,20253884,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20253884/,11800.0,59.82,2000,1.0,1.0,東京都品川区上大崎２-3-30,目黒駅,10.0,31,1,LDK,0.4833333333333334,0.5425,0.5499999999999999,,,0.7399999999999999,0.8075,0.7333333333333334,,,0.9166666666666666,0.95,0.9166666666666666,,,35.640106,139.716583,14174.825,206.5191786547694,40,1981 to 2000,11794.0,Standard Price
2381,20331755,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20331755/,11800.0,40.6,2021,18.0,41.0,東京都品川区小山３,武蔵小山駅,1.0,23,1,LDK,0.5,0.45,0.485,,0.65,0.65,0.75,0.65,,0.55,0.8999999999999999,0.85,0.865,,0.95,35.619919,139.705368,17257.090909090908,249.5453194687632,11,post 2000,11800.0,Standard Price
2382,75153300,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_75153300/,11800.0,46.39,2009,11.0,3.0,東京都品川区大崎２-9-2,大崎駅,4.0,25,1,LDK,0.7,0.6000000000000001,0.5,0.72,,0.92,0.725,0.75,0.78,,0.95,0.875,0.9,0.92,,35.617607,139.727264,19851.42857142857,297.7485326988762,21,post 2000,13000.0,Good Deal
2383,20347327,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20347327/,11780.0,69.49,1998,5.0,1.0,東京都新宿区四谷４-22-83,四谷三丁目駅,8.0,33,2,LDK,0.61,0.6000000000000001,0.525,0.6000000000000001,,0.72,0.7849999999999999,0.7375,0.85,,0.925,0.935,0.8999999999999999,0.95,,35.690639,139.716339,13842.0,228.69816743937847,14,1981 to 2000,12297.0,Good Deal
2384,20353643,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20353643/,11780.0,69.49,1998,5.0,1.0,東京都新宿区四谷４-22-83,四谷三丁目駅,8.0,32,2,LDK,0.5750000000000001,0.5900000000000001,0.65,0.72,0.25,0.7424999999999999,0.77,0.85,0.75,0.65,0.925,0.89,0.95,0.95,0.85,35.690639,139.716339,13842.0,228.69816743937847,14,1981 to 2000,12134.0,Good Deal
2385,78873204,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78873204/,11780.0,69.49,1998,5.0,1.0,東京都新宿区四谷４,四谷三丁目駅,8.0,28,2,LDK,0.4833333333333334,0.3,0.6000000000000001,0.65,0.7,0.7166666666666667,0.8,0.735,0.85,0.9,0.85,0.65,0.8999999999999999,0.75,0.95,35.688583,139.716263,13842.0,228.69816743937847,14,1981 to 2000,12131.0,Good Deal
2386,20084350,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_20084350/,11800.0,58.13,2022,6.0,14.0,東京都墨田区両国２-１５－４,両国駅,2.0,23,1,LDK,0.61,,,,,0.56,,,,,0.92,,,,,35.694897,139.791641,7296.428571428572,120.97258691541016,7,post 2000,11797.0,Standard Price
2388,20163440,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20163440/,11800.0,80.04,2015,5.0,5.0,東京都豊島区高松３,千川駅,14.0,19,4,LDK,,,0.55,0.5166666666666667,,,,0.75,0.7799999999999999,,,,0.9,0.92,,35.740829,139.696884,5989.428571428572,121.5279736971652,7,post 2000,6698.0,Standard Price
2389,78877057,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78877057/,11900.0,83.16,1989,1.0,1.0,東京都文京区小石川５,茗荷谷駅,4.0,21,2,LDK,0.6966666666666667,0.59,0.726,0.65,0.55,0.7600000000000001,0.735,0.73,0.85,0.65,0.9499999999999998,0.9283333333333332,0.95,0.92,0.95,35.718056,139.739929,12146.35294117647,194.42811604006044,17,1981 to 2000,11900.0,Standard Price
2390,79233801,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79233801/,11980.0,81.28,1992,3.0,1.0,東京都文京区関口１,江戸川橋駅,3.0,22,3,LDK,0.45,0.4,0.4,0.5,0.25,0.7399999999999999,0.735,0.75,0.75,0.7,0.8733333333333334,0.85,0.85,0.8625,0.85,35.709702,139.72963,11126.9,169.314004037611,10,1981 to 2000,12107.0,Good Deal
2391,20046467,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20046467/,11980.0,56.21,1999,8.0,13.0,東京都中央区築地６,築地駅,5.0,21,2,LDK,0.45,0.5,0.55,0.45,0.15,0.7166666666666667,0.75,0.75,0.75,0.75,0.8833333333333333,0.885,0.92,0.85,0.9,35.663692,139.77327,16891.666666666668,265.8136898048682,6,1981 to 2000,12016.0,Good Deal
2392,20218439,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20218439/,11980.0,69.02,2005,4.0,13.0,東京都中央区勝どき５,勝どき駅,8.0,28,3,LDK,0.25,0.2875,0.425,0.4925,0.25,0.72,0.7375,0.725,0.8574999999999999,0.65,0.65,0.8875,0.91,0.925,0.85,35.657185,139.771027,17752.95348837209,240.40717501438928,86,post 2000,13558.0,Good Deal
2393,20317403,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20317403/,11900.0,56.41,2025,42.0,50.0,東京都中央区晴海５-６－７,勝どき駅,17.0,30,2,LDK,,0.1,0.36,0.7925,,,0.5,0.675,0.84,,,1.0,0.96,0.9425,,35.648293,139.775909,17752.95348837209,240.40717501438928,86,post 2000,11900.0,Standard Price
2394,79227469,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79227469/,11980.0,54.12,2014,8.0,1.0,東京都中央区東日本橋３,東日本橋駅,2.0,21,2,LDK,0.6675,0.35,0.635,,,0.7325,0.75,0.765,,,0.95,0.9,0.95,,,35.691551,139.7836,12962.25,213.1206182302252,8,post 2000,13869.0,Good Deal
2395,20033033,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20033033/,11980.0,63.01,2020,2.0,15.0,東京都江東区扇橋１-21-5,住吉駅,7.0,27,2,LDK,0.65,0.6000000000000001,0.625,0.75,0.65,0.8,0.85,0.8,0.88,0.75,0.95,0.95,0.925,0.95,0.95,35.683773,139.813751,11354.466666666667,166.71379303012222,15,post 2000,11988.0,Good Deal
2396,20225709,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20225709/,11900.0,65.55,1997,4.0,8.0,東京都目黒区碑文谷４,都立大学駅,7.0,21,3,LDK,0.55,0.45,0.55,,0.45,0.75,0.78,0.75,,0.65,0.92,0.92,0.95,,0.85,35.620316,139.683395,10983.75,164.65671350955014,20,1981 to 2000,11913.0,Good Deal
2397,78578506,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_78578506/,11900.0,65.55,1997,4.0,8.0,東京都目黒区碑文谷４,都立大学駅,7.0,27,3,LDK,0.6000000000000001,0.35,0.72,0.72,,0.7,0.75,0.8225,0.88,,0.8999999999999999,0.95,0.95,0.95,,35.620316,139.683395,10983.75,164.65671350955014,20,1981 to 2000,11895.0,Standard Price
